ticker,base_signal,base_score,squeeze_state,momentum,atm_iv,call_skew,put_skew,risk_reversal,skew_bias,total_volume,avg_spread_pct,otm_call_distance,otm_put_distance,liquidity_ok,iv_overheated,skew_score_v2,final_score_v2,score_delta,final_action,reason
UNH,WATCH_CONVERGE,1,Squeezing,-5.181660970052083,0.29273168212890616,0.05368,-0.025635,0.079314,bullish,183.0,0.2205,0.0121,0.0121,True,False,10,11,10.0,NO_TRADE,Squeeze + call skew confirmation
APH,WATCH_CONVERGE,1,Squeezing,-5.714998881022134,0.5286302020263673,0.014465,-0.026672,0.041137,bullish,83.0,0.1402,0.0311,0.0311,True,False,10,11,10.0,NO_TRADE,Squeeze + call skew confirmation
WFC,SELL,0,Squeezing,-0.6500015258789061,0.242195078125,-0.002686,0.019287,-0.021972,bearish,145.0,0.1131,0.0116,0.0116,True,False,10,10,10.0,NO_TRADE,Bearish squeeze + put skew confirmation
JCI,BUY,4,Squeezing,0.25000254313151055,0.3878235046386719,-0.014892,-0.034912,0.020019,bullish,105.0,0.2602,0.0341,0.0341,False,,0,4,0,NO_SKEW_DATA,Option liquidity too low: spread=26.0%>25%
PG,BUY,4,Squeezing,0.206011454264323,0.24976336181640624,-0.01477,-0.025024,0.010254,neutral,89.0,0.1399,0.0415,0.0138,True,False,0,4,0.0,NO_TRADE,No clear skew signal
SO,BUY,4,Squeezing,0.20833460489908853,0.22095505615234373,0.20117,0.0,0.20117,bullish,15.0,2.0,0.0423,0.1366,False,,0,4,0,NO_SKEW_DATA,Option liquidity too low: volume=15<50; spread=200.0%>25%
AIG,BUY,4,Squeezing,0.5233332316080729,,,,,neutral,0.0,,,,False,,0,4,0,NO_SKEW_DATA,Option liquidity too low: volume=0<50
CHD,BUY,4,Squeezing,2.4516652425130205,,,,,neutral,0.0,,,,False,,0,4,0,NO_SKEW_DATA,Option liquidity too low: volume=0<50
ARES,BUY,3,Squeezing,5.328333536783854,,,,,neutral,0.0,,,,False,,0,3,0,NO_SKEW_DATA,Option liquidity too low: volume=0<50
CL,BUY,2,Squeezing,0.49941635131835943,0.5109912182617188,0.0,0.0,0.0,neutral,2.0,,0.0047,0.1953,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=2<50
INVH,BUY,2,Squeezing,0.03333314259847005,,,,,neutral,0.0,,,,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=0<50
PNC,BUY,2,Squeezing,0.49990081787109375,0.2601392346191406,0.0,0.0,0.0,neutral,53.0,0.5,0.0795,0.1205,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: spread=50.0%>25%
ROK,BUY,2,Squeezing,2.410003662109375,,,,,neutral,0.0,,,,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=0<50
