ticker,base_signal,base_score,squeeze_state,momentum,atm_iv,call_skew,put_skew,risk_reversal,skew_bias,total_volume,avg_spread_pct,otm_call_distance,otm_put_distance,liquidity_ok,iv_overheated,skew_score_v2,final_score_v2,score_delta,final_action,reason
DAL,SELL,0,Squeezing,-1.5200004577636719,0.43628493408203123,-0.004394,0.015381,-0.019775,neutral,52.0,0.0722,0.0146,0.0438,True,False,10,10,10.0,NO_TRADE,Bearish squeeze + put skew confirmation
CCI,BUY,4,Squeezing,0.8316675821940104,0.2829661547851562,-0.013183,0.047363,-0.060546,bearish,39.0,0.1657,0.0277,0.0277,False,,0,4,0,NO_SKEW_DATA,Option liquidity too low: volume=39<50
ADBE,STRONG_BUY,3,Fired,8.818333943684895,0.44910218872070307,-0.007324,-0.017517,0.010193,neutral,69.0,0.101,0.0197,0.0591,True,False,0,3,0.0,NO_TRADE,No clear skew signal
DGX,STRONG_BUY,3,Fired,0.01499938964843749,0.2935251312255859,0.0,-0.052062,0.052062,bullish,46.0,0.2553,0.0261,0.0261,False,,0,3,0,NO_SKEW_DATA,Option liquidity too low: volume=46<50; spread=25.5%>25%
EQT,BUY,3,Squeezing,1.2133337656656902,0.35156898437499995,-0.002686,0.009766,-0.012451,neutral,6.0,0.1299,0.0339,0.0677,False,,0,3,0,NO_SKEW_DATA,Option liquidity too low: volume=6<50
EXPD,STRONG_BUY,3,Fired,1.8983332316080725,,,,,neutral,0.0,,,,False,,0,3,0,NO_SKEW_DATA,Option liquidity too low: volume=0<50
APTV,BUY,2,Squeezing,0.6033331553141275,0.47461462890625,0.175047,0.0,0.175047,bullish,55.0,0.6,0.168,0.1919,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: spread=60.0%>25%
INCY,BUY,2,Squeezing,0.5316658020019531,0.5257615783691407,-0.152586,-0.174681,0.022095,bullish,32.0,0.4338,0.0515,0.0257,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=32<50; spread=43.4%>25%
VRSN,BUY,2,Squeezing,1.2666625976562498,0.3118354949951171,0.00708,-0.00708,0.01416,neutral,12.0,0.2345,0.0365,0.0365,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=12<50
WRB,BUY,2,Squeezing,0.2616678873697917,0.2688061401367187,-0.013183,-0.026855,0.013672,neutral,16.0,1.3545,0.0377,0.0377,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=16<50; spread=135.5%>25%
AEE,BUY,2,Squeezing,0.09500122070312494,0.24036404174804685,-0.016357,0.127196,-0.143553,bearish,33.0,0.3586,0.0445,0.0445,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=33<50; spread=35.9%>25%
AFL,HOLD_WEAKEN,2,Squeezing,2.086666107177734,,,,,neutral,0.0,,,,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=0<50
AMT,HOLD_WEAKEN,2,Squeezing,1.7122777303059893,0.2799144274902343,-0.014892,0.000122,-0.015014,neutral,35.0,0.1776,0.0276,0.0276,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=35<50
BG,BUY,2,Squeezing,3.381666819254557,0.31873239868164055,0.0,0.006592,-0.006592,neutral,24.0,0.1683,0.0392,0.0392,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=24<50
CF,BUY,2,Squeezing,3.106666564941406,0.6125527026367189,0.01416,-0.020508,0.034668,bullish,9.0,0.3913,0.0874,0.0477,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=9<50; spread=39.1%>25%
CIEN,BUY,2,Squeezing,25.896667480468746,0.836091726989746,0.0,0.060821,-0.060821,bearish,3.0,0.2614,0.1344,0.1764,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=3<50; spread=26.1%>25%
CL,BUY,2,Squeezing,1.6354955037434897,0.24805439453125,0.0,0.0,0.0,neutral,4.0,0.4,0.0458,0.1542,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=4<50; spread=40.0%>25%
CNP,BUY,2,Squeezing,0.0533332824707031,0.1840901904296875,0.0,0.24658,-0.24658,bearish,1.0,0.6667,0.0612,0.1847,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=1<50; spread=66.7%>25%
