ticker,base_signal,base_score,squeeze_state,momentum,atm_iv,call_skew,put_skew,risk_reversal,skew_bias,total_volume,avg_spread_pct,otm_call_distance,otm_put_distance,liquidity_ok,iv_overheated,skew_score_v2,final_score_v2,score_delta,final_action,reason
MDLZ,BUY,4,Squeezing,0.27499961853027344,0.2622144091796875,0.007324,0.03125,-0.023926,bearish,30.0,0.4333,0.0326,0.0163,False,,0,4,0,NO_SKEW_DATA,Option liquidity too low: volume=30<50; spread=43.3%>25%
CCI,BUY,4,Squeezing,1.1166661580403645,0.317389638671875,-0.025635,0.029541,-0.055175,bearish,1011.0,0.2664,0.0282,0.0282,False,,0,4,0,NO_SKEW_DATA,Option liquidity too low: spread=26.6%>25%
ADM,STRONG_BUY,3,Fired,1.465527852376302,0.3573062316894531,0.003662,-0.003296,0.006958,neutral,559.0,0.1719,0.0297,0.1189,True,,0,3,0,NO_SKEW_DATA,OTM strike distance too large: otm_put_dist=11.89%>10%
C,STRONG_BUY,3,Fired,2.6783307393391924,0.3336248278808594,-0.002808,-0.026245,0.023437,bullish,81.0,0.0924,0.0077,0.0231,True,False,0,3,0.0,NO_TRADE,No clear skew signal
COF,STRONG_BUY,3,Fired,0.4835484822591145,0.36212796081542964,-0.00946,-0.022644,0.013183,neutral,15.0,0.2745,0.0281,0.0281,False,,0,3,0,NO_SKEW_DATA,Option liquidity too low: volume=15<50; spread=27.5%>25%
EA,STRONG_BUY,3,Fired,1.4793192545572915,0.14069462829589846,0.0,0.0,0.0,neutral,30.0,1.9231,0.0883,0.1117,False,,0,3,0,NO_SKEW_DATA,Option liquidity too low: volume=30<50; spread=192.3%>25%
EXPD,STRONG_BUY,3,Fired,4.310465494791666,0.3371648315429688,0.0,0.0,0.0,neutral,1.0,0.4412,0.0603,0.1397,False,,0,3,0,NO_SKEW_DATA,Option liquidity too low: volume=1<50; spread=44.1%>25%
EQR,BUY,2,Squeezing,0.693332036336263,0.24878680908203127,-0.023193,0.124755,-0.147948,bearish,7.0,0.3227,0.0378,0.0378,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=7<50; spread=32.3%>25%
LH,BUY,2,Squeezing,5.318715413411458,0.31909860595703116,0.0,0.0,0.0,neutral,3.0,1.1739,0.02,0.22,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=3<50; spread=117.4%>25%
LYV,HOLD_WEAKEN,2,Squeezing,0.8449986775716144,0.3754945263671875,0.447261,0.319333,0.127928,bullish,205.0,0.4706,0.3957,0.274,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: spread=47.1%>25%
ABNB,WATCH_CONVERGE,2,Squeezing,-1.2983347574869788,0.3781800463867187,0.004517,0.038818,-0.034301,bearish,12.0,0.2605,0.0075,0.0973,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=12<50; spread=26.1%>25%
ADSK,BUY,2,Squeezing,1.121668497721354,0.5240526110839843,0.0,-0.073364,0.073364,bullish,3.0,1.1891,0.1636,0.0218,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=3<50; spread=118.9%>25%
AJG,BUY,2,Squeezing,6.085004170735677,0.35986968261718744,0.0,0.029846,-0.029846,bearish,84.0,0.3782,0.0988,0.0247,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: spread=37.8%>25%
ALNY,BUY,2,Squeezing,5.528330485026042,0.47736118347167966,0.0,-0.012512,0.012512,neutral,15.0,0.18,0.0342,0.0342,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=15<50
AMGN,BUY,2,Squeezing,3.4813944498697915,0.29743134216308587,-0.005188,0.246274,-0.251462,bearish,104.0,0.2801,0.0296,0.133,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: spread=28.0%>25%
BDX,BUY,2,Squeezing,0.9883371988932291,0.28186753295898437,0.0,0.023193,-0.023193,bearish,12.0,0.2847,0.0343,0.0343,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=12<50; spread=28.5%>25%
BXP,BUY,2,Squeezing,1.5600007375081377,0.33399103515625,-0.012451,0.047851,-0.060302,bearish,20.0,0.3931,0.0411,0.0411,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=20<50; spread=39.3%>25%
CIEN,BUY,2,Squeezing,19.801656087239586,1.1154829382324216,0.0,0.0,0.0,neutral,1.0,0.4024,0.3746,0.1746,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=1<50; spread=40.2%>25%
CPB,BUY,2,Squeezing,0.5216665267944336,0.49121602539062503,0.000977,-0.004883,0.005859,neutral,48.0,0.6642,0.0476,0.0476,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=48<50; spread=66.4%>25%
CSGP,BUY,2,Squeezing,0.4166673024495442,0.5268602001953125,0.062988,0.041992,0.020996,bullish,208.0,1.0165,0.1497,0.1497,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: spread=101.6%>25%
DASH,BUY,2,Squeezing,1.9099985758463545,0.5513960876464845,-0.008179,-0.001099,-0.00708,neutral,302.0,0.4279,0.0647,0.2264,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: spread=42.8%>25%
DGX,BUY,2,Squeezing,5.2233327229817705,0.2814402911376953,0.0,-0.008972,0.008972,neutral,52.0,0.3252,0.0258,0.0516,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: spread=32.5%>25%
EXR,BUY,2,Squeezing,1.0049972534179685,0.2622144091796875,0.0,0.073974,-0.073974,bearish,3.0,0.8605,0.0513,0.1398,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=3<50; spread=86.1%>25%
EQIX,WATCH_CONVERGE,1,Squeezing,-2.7148844401041665,0.3039010040283203,-0.000839,-0.025253,0.024414,bullish,13.0,0.2368,0.0093,0.0464,False,,0,1,0,NO_SKEW_DATA,Option liquidity too low: volume=13<50
WBD,WATCH_CONVERGE,1,Squeezing,-0.04666678110758463,,,,,neutral,0.0,,,,False,,0,1,0,NO_SKEW_DATA,Option liquidity too low: volume=0<50
AVB,WATCH_CONVERGE,1,Squeezing,-1.0333353678385417,0.22730264892578123,0.048217,0.015137,0.033081,bullish,252.0,1.6356,0.0273,0.0273,False,,0,1,0,NO_SKEW_DATA,Option liquidity too low: spread=163.6%>25%
AWK,WATCH_CONVERGE,1,Squeezing,-2.7578074137369786,0.27967028930664056,-0.020996,-0.034668,0.013672,neutral,35.0,0.2268,0.0404,0.0404,False,,0,1,0,NO_SKEW_DATA,Option liquidity too low: volume=35<50
BIIB,WATCH_CONVERGE,1,Squeezing,-2.204996744791666,,,,,neutral,0.0,,,,False,,0,1,0,NO_SKEW_DATA,Option liquidity too low: volume=0<50
ARES,HOLD_WEAKEN,0,Squeezing,1.926666259765625,,,,,neutral,0.0,,,,False,,0,0,0,NO_SKEW_DATA,Option liquidity too low: volume=0<50
ADI,STRONG_SELL,0,Fired,-3.3095957438151036,0.5336960693359375,0.0,-0.056701,0.056701,bullish,2.0,0.1428,0.1175,0.0114,False,,0,0,0,NO_SKEW_DATA,Option liquidity too low: volume=2<50
AON,HOLD_WEAKEN,0,Squeezing,3.671661376953125,0.3166572241210937,0.000793,0.00592,-0.005127,neutral,16.0,0.4138,0.0634,0.0317,False,,0,0,0,NO_SKEW_DATA,Option liquidity too low: volume=16<50; spread=41.4%>25%
APO,SELL,0,Squeezing,-4.4864247639973955,0.39942006835937505,0.0,0.0,0.0,neutral,2.0,0.1486,0.0546,0.1454,False,,0,0,0,NO_SKEW_DATA,Option liquidity too low: volume=2<50
