ticker,base_signal,base_score,squeeze_state,momentum,atm_iv,call_skew,put_skew,risk_reversal,skew_bias,total_volume,avg_spread_pct,otm_call_distance,otm_put_distance,liquidity_ok,iv_overheated,skew_score_v2,final_score_v2,score_delta,final_action,reason
FAST,SELL,0,Squeezing,-0.06499862670898432,0.2602613037109375,0.00708,0.054199,-0.047119,bearish,388.0,0.2126,0.0551,0.0551,True,False,10,10,10.0,NO_TRADE,Bearish squeeze + put skew confirmation
DECK,BUY,5,Squeezing,0.37333552042643225,0.584843018798828,0.0,0.0,0.0,neutral,5.0,0.1964,0.0956,0.1044,False,,0,5,0,NO_SKEW_DATA,Option liquidity too low: volume=5<50
ALGN,HOLD_WEAKEN,3,Squeezing,3.8733317057291665,1.384524561767578,0.0,0.0,0.0,neutral,35.0,,0.4656,0.2656,False,,0,3,0,NO_SKEW_DATA,Option liquidity too low: volume=35<50
BKNG,STRONG_BUY,3,Fired,2.2333323160807286,0.4924367163085938,-0.012085,-0.016296,0.004211,neutral,127.0,0.2114,0.0274,0.0274,True,False,0,3,0.0,NO_TRADE,No clear skew signal
CVNA,BUY,3,Squeezing,1.7916666666666665,0.8989267919921874,-0.026855,-0.007812,-0.019043,neutral,101.0,0.0936,0.1275,0.0425,True,,0,3,0,NO_SKEW_DATA,OTM strike distance too large: otm_call_dist=12.75%>10%
IBKR,STRONG_BUY,3,Fired,1.176666259765625,0.5181932946777343,0.0,0.0,0.0,neutral,1.0,3.125,0.0529,0.1471,False,,0,3,0,NO_SKEW_DATA,Option liquidity too low: volume=1<50; spread=312.5%>25%
COF,BUY,2,Squeezing,0.2250035603841145,0.397466962890625,-0.014526,-0.016235,0.001709,neutral,6.0,0.088,0.0239,0.0479,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=6<50
F,WATCH_CONVERGE,2,Squeezing,-0.19500001271565756,0.48340360351562506,-0.014648,-0.036132,0.021484,bullish,277.0,0.0891,0.0353,0.0353,True,False,0,2,0.0,NO_TRADE,No clear skew signal
JPM,BUY,2,Squeezing,7.891286214192707,0.23767852172851558,-0.007568,-0.022522,0.014953,neutral,150.0,0.0791,0.0144,0.0144,True,False,0,2,0.0,NO_TRADE,No clear skew signal
CDNS,WATCH_CONVERGE,1,Squeezing,-0.4983317057291664,0.5978738943481446,0.0,0.141631,-0.141631,bearish,112.0,0.1101,0.0906,0.2692,True,,0,1,0,NO_SKEW_DATA,OTM strike distance too large: otm_put_dist=26.92%>10%
HWM,WATCH_CONVERGE,1,Squeezing,-1.286671956380208,,,,,neutral,0.0,,,,False,,0,1,0,NO_SKEW_DATA,Option liquidity too low: volume=0<50
JCI,WATCH_CONVERGE,1,Squeezing,-0.9183375040690105,0.4470270141601562,-0.004883,-0.023437,0.018555,neutral,154.0,0.1286,0.035,0.035,True,False,0,1,0.0,NO_TRADE,No clear skew signal
SLAB,WATCH_CONVERGE,1,Squeezing,-0.3416646321614583,0.12854875366210936,0.0,0.316159,-0.316159,bearish,183.0,27.25,0.0459,0.1833,False,,0,1,0,NO_SKEW_DATA,Option liquidity too low: spread=2725.0%>25%
ASML,WATCH_CONVERGE,1,Squeezing,-58.13167317708333,0.6298407377624511,0.0,-0.039711,0.039711,bullish,6.0,0.2114,0.1332,0.0028,False,,0,1,0,NO_SKEW_DATA,Option liquidity too low: volume=6<50
EL,SELL,1,Squeezing,-1.2733319600423179,,,,,neutral,0.0,,,,False,,0,1,0,NO_SKEW_DATA,Option liquidity too low: volume=0<50
ETN,WATCH_CONVERGE,1,Squeezing,-7.678334554036457,0.5427291821289064,0.0,-0.01297,0.01297,neutral,1.0,0.254,0.0363,0.1052,False,,0,1,0,NO_SKEW_DATA,Option liquidity too low: volume=1<50; spread=25.4%>25%
GEV,SELL,1,Squeezing,-9.813334147135416,0.7424952508544922,0.0,-0.087844,0.087844,bullish,9.0,39.7378,0.4217,0.0047,False,,0,1,0,NO_SKEW_DATA,Option liquidity too low: volume=9<50; spread=3973.8%>25%
AMD,BUY,2,Squeezing,8.490000406901041,0.8963633410644529,-0.009888,-0.03186,0.021972,bullish,414.0,0.0347,0.0094,0.0094,True,True,0,0.0,-10.0,AVOID_OVERHEATED_IV,ATM IV overheated; avoid chasing
DELL,BUY,2,Squeezing,19.25,0.8481155325317382,-0.007355,-0.006866,-0.000488,neutral,83.0,0.0964,0.0242,0.0727,True,True,0,0.0,-10.0,AVOID_OVERHEATED_IV,ATM IV overheated; avoid chasing
EXE,SELL,0,Squeezing,-0.13333638509114581,0.3657289990234375,-0.025146,-0.012207,-0.012939,neutral,493.0,0.2724,0.0571,0.0571,False,,0,0,0,NO_SKEW_DATA,Option liquidity too low: spread=27.2%>25%
IEX,SELL,0,Squeezing,-2.7334187825520835,0.35645174804687496,-0.019287,0.04541,-0.064697,bearish,213.0,0.6129,0.0447,0.0895,False,,0,0,0,NO_SKEW_DATA,Option liquidity too low: spread=61.3%>25%
OTIS,SELL,0,Squeezing,-0.268334706624349,0.34888346435546874,-0.032715,-0.01831,-0.014404,neutral,14.0,1.2653,0.0346,0.0346,False,,0,0,0,NO_SKEW_DATA,Option liquidity too low: volume=14<50; spread=126.5%>25%
TT,SELL,0,Squeezing,-7.6983286539713545,0.39667351379394533,-0.01889,-0.026794,0.007904,neutral,50.0,0.2182,0.0208,0.0416,True,False,-10,0.0,-10.0,DOWNGRADED,Call skew contradicts bearish setup
ABNB,HOLD_WEAKEN,0,Squeezing,4.569997151692709,0.47937532348632805,0.001343,0.002197,-0.000854,neutral,133.0,0.1853,0.0202,0.0809,True,False,0,0.0,0.0,NO_TRADE,No clear skew signal
AME,SELL,0,Squeezing,-4.834999084472656,0.3706117626953125,-0.014953,-0.026123,0.011169,neutral,48.0,0.1012,0.0428,0.0428,False,,0,0,0,NO_SKEW_DATA,Option liquidity too low: volume=48<50
APH,STRONG_SELL,0,Fired,-4.808835347493489,0.608524422607422,-0.006103,-0.045043,0.03894,bullish,157.0,0.0927,0.0318,0.0318,True,False,-10,0.0,-10.0,DOWNGRADED,Call skew contradicts bearish setup
AZO,SELL,0,Squeezing,-16.781697591145836,0.43388932815551756,0.0,-0.048042,0.048042,bullish,35.0,0.6642,0.1347,0.0762,False,,0,0,0,NO_SKEW_DATA,Option liquidity too low: volume=35<50; spread=66.4%>25%
BEN,HOLD_WEAKEN,0,Squeezing,0.5264015197753906,0.3857483300781249,0.093749,0.027832,0.065917,bullish,33.0,0.9454,0.0297,0.0595,False,,0,0,0,NO_SKEW_DATA,Option liquidity too low: volume=33<50; spread=94.5%>25%
