ticker,base_signal,base_score,squeeze_state,momentum,atm_iv,call_skew,put_skew,risk_reversal,skew_bias,total_volume,avg_spread_pct,otm_call_distance,otm_put_distance,liquidity_ok,iv_overheated,skew_score_v2,final_score_v2,score_delta,final_action,reason
CFG,STRONG_BUY,3,Fired,1.5099989573160806,0.36475244628906256,0.000732,-0.008301,0.009033,neutral,227.0,0.2249,0.0389,0.0389,True,False,10,13,10.0,NO_TRADE,Squeeze + call skew confirmation
BKR,SELL,0,Squeezing,-1.2150020599365234,0.4177304321289062,-0.011963,0.007568,-0.019531,neutral,176.0,0.1978,0.0771,0.0771,True,False,10,10,10.0,NO_TRADE,Bearish squeeze + put skew confirmation
ABNB,BUY,5,Squeezing,1.166661580403646,0.3704896936035156,0.0,0.040039,-0.040039,bearish,85.0,0.3003,0.0669,0.0446,False,,0,5,0,NO_SKEW_DATA,Option liquidity too low: spread=30.0%>25%
BIIB,BUY,4,Squeezing,0.38499959309895837,,,,,neutral,0.0,,,,False,,0,4,0,NO_SKEW_DATA,Option liquidity too low: volume=0<50
EXPE,BUY,4,Squeezing,10.805714925130207,0.8586439916992188,0.0,0.0,0.0,neutral,99.0,,0.3917,0.1917,True,,0,4,0,NO_SKEW_DATA,OTM strike distance too large: otm_call_dist=39.17%>10%; otm_put_dist=19.17%>10%
AKAM,STRONG_BUY,3,Fired,3.5849990844726567,0.5758099060058592,0.0,-0.01355,0.01355,neutral,3.0,0.1743,0.0211,0.1198,False,,0,3,0,NO_SKEW_DATA,Option liquidity too low: volume=3<50
EXPD,STRONG_BUY,3,Fired,4.62787119547526,0.31140825317382803,0.0,0.0,0.0,neutral,4.0,0.3043,0.0905,0.1095,False,,0,3,0,NO_SKEW_DATA,Option liquidity too low: volume=4<50; spread=30.4%>25%
FISV,STRONG_BUY,3,Fired,0.6183338165283201,0.526371923828125,0.0,-0.089843,0.089843,bullish,9.0,7.5,0.0948,0.1053,False,,0,3,0,NO_SKEW_DATA,Option liquidity too low: volume=9<50; spread=750.0%>25%
CSGP,BUY,2,Squeezing,0.7250003814697266,0.5712933496093751,-0.033691,-0.02539,-0.008301,neutral,139.0,1.0618,0.1497,0.1497,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: spread=106.2%>25%
EQIX,BUY,2,Squeezing,11.019917805989582,0.2928613805389403,0.0,-0.009102,0.009102,neutral,4.0,0.273,0.047,0.0188,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=4<50; spread=27.3%>25%
ITW,BUY,2,Squeezing,0.7883300781249999,0.2312698944091797,0.007263,0.0,0.007263,neutral,47.0,0.2368,0.0396,0.1302,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=47<50
MDLZ,BUY,2,Squeezing,0.060000101725260435,,,,,neutral,0.0,,,,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=0<50
MKC,BUY,2,Squeezing,0.23000144958496094,0.42383388671875,-0.003906,0.02832,-0.032226,bearish,253.0,0.2791,0.105,0.105,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: spread=27.9%>25%
AON,BUY,2,Squeezing,2.596664428710937,0.3327093096923829,-0.032715,-0.019714,-0.013,neutral,5.0,0.2814,0.0614,0.0307,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=5<50; spread=28.1%>25%
AOS,BUY,2,Squeezing,0.08666610717773438,0.317389638671875,0.0,-0.024902,0.024902,bullish,36.0,0.2803,0.0872,0.0594,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=36<50; spread=28.0%>25%
AVB,BUY,2,Squeezing,1.3450012207031248,0.22516643981933593,0.00946,0.101806,-0.092345,bearish,8.0,21.098,0.0267,0.0533,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=8<50; spread=2109.8%>25%
BDX,BUY,2,Squeezing,2.9516677856445312,0.3891662646484375,-0.009277,0.024536,-0.033813,bearish,254.0,0.7951,0.0333,0.0333,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: spread=79.5%>25%
BF-B,WATCH_CONVERGE,2,Squeezing,-0.5866664250691731,0.33887379882812496,0.0,0.04248,-0.04248,bearish,12.0,0.2614,0.0599,0.0946,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=12<50; spread=26.1%>25%
BRO,BUY,2,Squeezing,0.3833338419596354,0.36743796630859377,0.0,0.0,0.0,neutral,6.0,2.5,0.0207,0.2207,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=6<50; spread=250.0%>25%
BX,WATCH_CONVERGE,2,Squeezing,-2.979999542236328,0.4973194799804688,-0.04956,-0.054443,0.004883,neutral,97.0,0.142,0.0876,0.0438,True,False,0,2,0.0,NO_TRADE,No clear skew signal
COHR,BUY,2,Squeezing,23.663330078124996,0.9597782342529295,0.009186,-0.013733,0.022918,bullish,17.0,0.1604,0.0373,0.1617,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=17<50
DOC,BUY,2,Squeezing,0.011343002319335938,0.25098405273437496,0.05371,0.124999,-0.071288,bearish,453.0,0.5774,0.1265,0.1265,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: spread=57.7%>25%
DOV,BUY,2,Squeezing,1.8842341105143228,,,,,neutral,0.0,,,,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=0<50
DTE,BUY,2,Squeezing,0.508331298828125,0.23023230712890624,0.022583,0.291501,-0.268918,bearish,19.0,1.0233,0.0349,0.2446,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=19<50; spread=102.3%>25%
EQR,BUY,2,Squeezing,1.568333307902018,0.21656056884765623,0.235227,0.044677,0.19055,bullish,9.0,20.3311,0.0371,0.0371,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=9<50; spread=2033.1%>25%
EXR,BUY,2,Squeezing,3.0833307902018228,0.26819579467773436,0.0,0.079711,-0.079711,bearish,2.0,0.9765,0.0655,0.1379,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: volume=2<50; spread=97.7%>25%
FOX,BUY,2,Squeezing,0.7466665903727213,0.34326828613281246,0.100585,0.229978,-0.129393,bearish,53.0,3.2591,0.0829,0.2486,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: spread=325.9%>25%
FOXA,BUY,2,Squeezing,0.9099998474121094,0.3940490283203125,0.121093,0.010742,0.11035,bullish,235.0,1.1212,0.0741,0.0741,False,,0,2,0,NO_SKEW_DATA,Option liquidity too low: spread=112.1%>25%
AXP,WATCH_CONVERGE,1,Squeezing,-1.1099955240885415,0.32300481689453114,0.0,-0.025268,0.025268,bullish,27.0,0.3871,0.064,0.032,False,,0,1,0,NO_SKEW_DATA,Option liquidity too low: volume=27<50; spread=38.7%>25%
SYF,SELL,1,Squeezing,-0.3766670227050782,0.35767243896484374,-0.01001,0.005615,-0.015625,neutral,12.0,0.201,0.0354,0.0709,False,,0,1,0,NO_SKEW_DATA,Option liquidity too low: volume=12<50
BEN,WATCH_CONVERGE,1,Squeezing,-0.5099999109903972,0.397466962890625,-0.016113,0.03125,-0.047363,bearish,21.0,1.3547,0.1593,0.0637,False,,0,1,0,NO_SKEW_DATA,Option liquidity too low: volume=21<50; spread=135.5%>25%
DVA,WATCH_CONVERGE,1,Squeezing,-5.380002339680988,0.3687807263183594,0.0,0.055053,-0.055053,bearish,5.0,0.3722,0.026,0.1041,False,,0,1,0,NO_SKEW_DATA,Option liquidity too low: volume=5<50; spread=37.2%>25%
ARES,HOLD_WEAKEN,0,Squeezing,3.5166676839192705,,,,,neutral,0.0,,,,False,,0,0,0,NO_SKEW_DATA,Option liquidity too low: volume=0<50
DASH,HOLD_WEAKEN,0,Squeezing,0.9416707356770835,0.5842326733398437,0.0,-0.023437,0.023437,bullish,1608.0,0.7129,0.3279,0.0328,False,,0,0,0,NO_SKEW_DATA,Option liquidity too low: spread=71.3%>25%
DPZ,HOLD_WEAKEN,0,Squeezing,1.9233245849609373,0.4101621484375,-0.01709,-0.031555,0.014465,neutral,54.0,0.1266,0.0319,0.0319,True,False,0,0.0,0.0,NO_TRADE,No clear skew signal
GIS,SELL,0,Squeezing,-0.5350004831949869,0.46484910156250003,-0.081542,-0.047851,-0.033691,bearish,308.0,0.3443,0.0754,0.0754,False,,0,0,0,NO_SKEW_DATA,Option liquidity too low: spread=34.4%>25%
ADI,STRONG_SELL,0,Fired,-0.7100168863932286,0.4686027261352539,-0.003876,0.0,-0.003876,neutral,1.0,0.0744,0.0124,0.1151,False,,0,0,0,NO_SKEW_DATA,Option liquidity too low: volume=1<50
ADSK,SELL,0,Squeezing,-4.954999287923177,0.43469803588867195,0.0,0.164427,-0.164427,bearish,181.0,0.2428,0.0667,0.2222,True,,0,0,0,NO_SKEW_DATA,OTM strike distance too large: otm_put_dist=22.22%>10%
ALLE,HOLD_WEAKEN,0,Squeezing,1.1650009155273438,,,,,neutral,0.0,,,,False,,0,0,0,NO_SKEW_DATA,Option liquidity too low: volume=0<50
ALNY,HOLD_WEAKEN,0,Squeezing,3.703328450520834,0.5088550091552735,0.0,-0.050292,0.050292,bullish,16.0,0.2523,0.0342,0.0342,False,,0,0,0,NO_SKEW_DATA,Option liquidity too low: volume=16<50; spread=25.2%>25%
