is_squeezed,energy_level,momentum,prev_momentum,squeeze_on,fired,Signal,Close,timestamp,ma20,ma20_slope,ma20_converging,close_above_ma20,volume_expansion_ratio,volume_expansion,rs_ratio,rs_index,rs_ema20,rs_ema60,rs_slope_1d,rs_slope_5d,rs_slope_20d,rs_slope,rs_above_ema20,rs_above_ema60,rs_ema20_above_ema60,rs_new_high_60,rs_new_high_120,rs_rising_10,rs_percentile_60,rs_high_price_not_high,price_dist_to_high_60,rs_signal,ticker,name,ranking_score,ranking_score_version,feature_schema_version,feature_schema_date,rs_component_score,experimental_score,shadow_score_ma20,shadow_score_rs,composite_score,composite_score_v2,score_version,rank_position_v1,ranking_percentile_v1,rank_position,ranking_percentile,rank_position_v2,ranking_percentile_v2,benchmark_symbol,benchmark_source,benchmark_period,benchmark_last_date,scan_id,has_houyi,has_whale
True,1,-3.3316650390624996,-2.419998168945312,True,False,賣出 (動能轉弱),292.94000244140625,2026-08-03 00:00:00,296.7525009155273,-0.7959991455078352,True,False,1.1306299418007153,False,0.38663271483482115,73.83250117628468,0.3960786364725396,0.395563480371663,-0.25040929023334435,0.05345372045457708,1.9568737456098884,-0.25040929023334435,False,False,True,False,False,False,0.39188798822797133,False,-0.06763423353664144,中性,APD,Air Products,0,v1,phase6a,2026-07-12,0,0,0,0,0,0,v1,72,0.48175182481751827,72,0.48175182481751827,81,0.41605839416058393,SPY,yfinance,2y,2026-08-03,scan_20260803_215901,False,False
True,1,0.18372853597005212,0.49941635131835943,True,False,觀望 (動能減弱),89.87999725341797,2026-08-03 00:00:00,91.75978050231933,-0.14888305664062784,True,False,1.1804037662712255,False,0.11862684187143764,62.230723409355974,0.12288403985415114,0.12241126241611042,-0.36334892845196753,0.13875053307308427,0.5373515480359803,-0.36334892845196753,False,False,True,False,False,False,0.40811570490608134,False,-0.0497711530203252,中性,CL,Colgate-Palmolive,0,v1,phase6a,2026-07-12,0,0,0,0,0,0,v1,79,0.4306569343065693,79,0.4306569343065693,87,0.3722627737226277,SPY,yfinance,2y,2026-08-03,scan_20260803_215901,False,False
True,1,5.578333536783854,6.420000712076822,True,False,觀望 (動能減弱),233.67999267578125,2026-08-03 00:00:00,235.02100067138673,-0.1015007019042855,False,False,1.7835263504984826,True,0.3084192299373312,115.11685381811772,0.31328462346008445,0.288722909560068,-0.16320967432716937,1.471601404914158,8.462655110040052,-0.16320967432716937,False,True,True,False,False,False,0.7338944361081998,False,-0.03021254081691127,中性,DVA,DaVita,0,v1,phase6a,2026-07-12,0,0,0,0,0,0,v1,85,0.38686131386861317,85,0.38686131386861317,92,0.3357664233576642,SPY,yfinance,2y,2026-08-03,scan_20260803_215901,False,False
True,1,1.171681722005208,8.833363850911459,True,False,觀望 (動能減弱),1031.43994140625,2026-08-03 00:00:00,1030.971499633789,1.6299957275391534,False,True,0.9638275187269731,False,1.361331403739347,93.48777570395393,1.3916461188878955,1.412052825383338,-0.22877385124000504,-0.46889790557704814,-2.60330263495,-0.22877385124000504,False,False,False,False,False,False,0.16596181020430287,False,-0.07572092087099014,中性,EQIX,Equinix,0,v1,phase6a,2026-07-12,0,0,2,0,0,0,v1,87,0.3722627737226277,87,0.3722627737226277,94,0.32116788321167883,SPY,yfinance,2y,2026-08-03,scan_20260803_215901,False,False
True,1,-4.553339640299479,-2.1933390299479165,True,False,賣出 (動能轉弱),309.239990234375,2026-08-03 00:00:00,312.52050018310547,-0.0345001220703125,True,False,0.4792091979328119,False,0.4081460229513202,94.21386340515537,0.42037523958062295,0.42478541870105463,-0.3052882063270257,-0.7696923541371081,-2.707740566852046,-0.3052882063270257,False,False,False,False,False,False,0.1285427317589949,False,-0.08368737761271838,中性,FDX,FedEx,0,v1,phase6a,2026-07-12,0,0,0,0,0,0,v1,94,0.32116788321167883,94,0.32116788321167883,101,0.27007299270072993,SPY,yfinance,2y,2026-08-03,scan_20260803_215901,False,False
True,1,-1.851664225260416,8.7550048828125,True,False,賣出 (動能轉弱),1371.25,2026-08-03 00:00:00,1374.0324951171874,0.05449829101553405,False,False,1.0702707670130795,False,1.8098248986097176,97.90256895303547,1.838701020968437,1.7841936117421477,-0.16503908346895413,0.202050730094383,2.5390188620822096,-0.16503908346895413,False,True,True,False,False,False,0.6771887416397447,False,-0.02195390159532551,中性,GWW,W. W. Grainger,0,v1,phase6a,2026-07-12,0,0,1,0,0,0,v1,98,0.291970802919708,98,0.291970802919708,105,0.24087591240875914,SPY,yfinance,2y,2026-08-03,scan_20260803_215901,False,False
True,1,-5.728342692057291,-3.7966766357421875,True,False,賣出 (動能轉弱),476.0400085449219,2026-08-03 00:00:00,481.4185028076172,-0.9779998779296761,False,False,1.0993889582782317,False,0.6282946655963408,89.33360425415998,0.6486212312332343,0.665517273169345,-0.3287902803698506,-1.2565723200373413,-4.184745946228563,-0.3287902803698506,False,False,False,False,False,False,0.13908772273286846,False,-0.11744749510204733,中性,HUBB,Hubbell Incorporated,0,v1,phase6a,2026-07-12,0,0,0,0,0,0,v1,101,0.27007299270072993,101,0.27007299270072993,108,0.21897810218978103,SPY,yfinance,2y,2026-08-03,scan_20260803_215901,False,False
True,1,0.5816701253255208,0.25000254313151055,True,False,買入 (動能增強),146.38999938964844,2026-08-03 00:00:00,142.40449905395508,0.18349990844725994,False,True,0.9079667579625864,False,0.19321076813334337,152.13714909173706,0.19200150609304276,0.19223026349582115,0.06634072267124314,0.35484869363824334,-0.3169900754600219,0.06634072267124314,True,True,False,False,False,True,0.6984815600342326,False,-0.012279922014526545,偏強 (RS上升),JCI,Johnson Controls,4,v1,phase6a,2026-07-12,1,5,6,5,4,5,v1,2,0.9927007299270073,2,0.9927007299270073,5,0.9708029197080292,SPY,yfinance,2y,2026-08-03,scan_20260803_215901,False,True
True,1,-0.23166910807291663,-1.355000813802083,True,False,觀察 (跌勢收斂),181.69000244140625,2026-08-03 00:00:00,180.28699951171876,-0.07999954223632244,True,True,1.3043700324991487,False,0.23980097739064168,137.6323397133449,0.24102192569131414,0.23584272769678516,-0.05329489353456118,0.5066432134827714,1.7618701188989228,-0.05329489353456118,False,True,True,False,False,False,0.6710743339412324,False,-0.0262607534843996,中性,LYV,Live Nation Entertainment,1,v1,phase6a,2026-07-12,0,1,2,1,1,1,v1,58,0.583941605839416,58,0.583941605839416,61,0.5620437956204379,SPY,yfinance,2y,2026-08-03,scan_20260803_215901,False,False
True,1,-16.090006510416668,-19.493326822916668,True,False,觀察 (跌勢收斂),1344.3699951171875,2026-08-03 00:00:00,1337.5595153808595,-0.0880004882810681,False,True,1.2697594209020668,False,1.7743477047270084,118.1830870890583,1.816776799628102,1.8886844535197675,-0.24522924543871616,-1.1042399589981544,-6.0653063151672075,-0.24522924543871616,False,False,False,False,False,False,0.13177100776848902,False,-0.2032491545660955,中性,MPWR,Monolithic Power Systems,1,v1,phase6a,2026-07-12,0,1,2,1,1,1,v1,60,0.5693430656934306,60,0.5693430656934306,63,0.5474452554744526,SPY,yfinance,2y,2026-08-03,scan_20260803_215901,False,False
True,1,-0.8120040893554688,0.49990081787109375,True,False,賣出 (動能轉弱),251.72000122070312,2026-08-03 00:00:00,250.28265075683595,0.02712707519532387,False,True,0.9994947745474524,False,0.3322290798084208,108.38125180218951,0.33399522089548,0.32310584669116077,-0.05563138404686141,0.3992828084805389,4.200451439486219,-0.05563138404686141,False,True,True,False,False,False,0.858367301318474,False,-0.005772486873890426,中性,PNC,PNC Financial Services,0,v1,phase6a,2026-07-12,0,0,2,0,0,0,v1,117,0.15328467153284672,117,0.15328467153284672,122,0.11678832116788321,SPY,yfinance,2y,2026-08-03,scan_20260803_215901,False,False
True,1,4.703333536783854,2.410003662109375,True,False,買入 (動能增強),480.9800109863281,2026-08-03 00:00:00,466.3970031738281,-0.09449920654299149,False,True,1.9286906456688324,True,0.6348146578790389,133.46082815084617,0.6290128522083154,0.6181543718980603,0.09718560004465804,0.7120022496911682,-0.6553879765885617,0.09718560004465804,True,True,True,False,False,True,0.6724807200134992,False,-0.028480197075951397,偏強 (RS上升),ROK,Rockwell Automation,2,v1,phase6a,2026-07-12,2,4,3,4,2,4,v1,36,0.7445255474452555,36,0.7445255474452555,18,0.8759124087591241,SPY,yfinance,2y,2026-08-03,scan_20260803_215901,False,False
True,1,0.6733792622884115,0.27313359578450513,True,False,買入 (動能增強),115.22000122070312,2026-08-03 00:00:00,111.34854927062989,0.11703948974610512,False,True,1.4797751839771798,False,0.15207148734882084,64.29530068036568,0.1491865833055985,0.1434835254773686,0.20396841481216121,1.3746027038467945,4.041439132664393,0.20396841481216121,True,True,True,False,False,True,0.880709973480086,False,0.0,偏強 (RS上升),RVTY,Revvity,2,v1,phase6a,2026-07-12,2,4,4,4,2,4,v1,37,0.7372262773722628,37,0.7372262773722628,19,0.8686131386861314,SPY,yfinance,2y,2026-08-03,scan_20260803_215901,False,False
True,1,-2.3416671752929688,-1.6116676330566404,True,False,賣出 (動能轉弱),103.37000274658203,2026-08-03 00:00:00,104.87200012207032,0.06300010681152912,False,False,1.136097664360974,False,0.13643143463272128,98.2104920495666,0.14000172066291666,0.1391775933677835,-0.2677205922470338,0.10537852986900464,1.8206887752229228,-0.2677205922470338,False,False,True,False,False,False,0.5686020038537402,False,-0.046138228968142236,中性,SBUX,Starbucks,0,v1,phase6a,2026-07-12,0,0,1,0,0,0,v1,123,0.10948905109489052,123,0.10948905109489052,127,0.08029197080291971,SPY,yfinance,2y,2026-08-03,scan_20260803_215901,False,False
True,1,-1.8473561604817708,-1.3272933959960935,True,False,賣出 (動能轉弱),131.36000061035156,2026-08-03 00:00:00,130.95556640625,0.0850822448730355,False,True,0.794185298524981,False,0.1733736370362822,39.13922624272988,0.1772092106189135,0.18708994640533697,-0.2273170823467674,-0.5640731618012373,-5.8683040383086915,-0.2273170823467674,False,False,False,False,False,False,0.024922464197091532,False,-0.12425552693083353,中性,STZ,Constellation Brands,0,v1,phase6a,2026-07-12,0,0,2,0,0,0,v1,127,0.08029197080291971,127,0.08029197080291971,131,0.051094890510948905,SPY,yfinance,2y,2026-08-03,scan_20260803_215901,False,False
